TIME,alc,elderly,income,life_exp,life_exp65,unemp,t,ACA,recession,measles,water,H1N1,whoop,AIDS,PC_GDP_COMPULSORY,PC_GDP_OOPEXP,PC_GDP_TOT,PC_GDP_VOLUNTARY,USD_CAP_COMPULSORY,USD_CAP_OOPEXP,USD_CAP_TOT,USD_CAP_VOLUNTARY,PC_GDP_COMPULSORY_diff,PC_GDP_COMPULSORY_diff2,PC_GDP_OOPEXP_diff,PC_GDP_OOPEXP_diff2,PC_GDP_TOT_diff,PC_GDP_TOT_diff2,PC_GDP_VOLUNTARY_diff,PC_GDP_VOLUNTARY_diff2,USD_CAP_COMPULSORY_diff,USD_CAP_COMPULSORY_diff2,USD_CAP_OOPEXP_diff,USD_CAP_OOPEXP_diff2,USD_CAP_TOT_diff,USD_CAP_TOT_diff2,USD_CAP_VOLUNTARY_diff,USD_CAP_VOLUNTARY_diff2
1972.0,9.6,10.014,4771.30763990778,71.3,15.05,5.616667,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.491,2.24,6.516,4.025,151.828,136.477,397.097,245.269,0.05799999999999983,-0.05200000000000049,-0.018999999999999684,0.0470000000000006,0.13399999999999945,-0.001000000000000334,0.07600000000000051,0.05000000000000071,15.379000000000019,0.5480000000000302,9.769999999999996,4.753999999999991,39.108999999999924,8.08199999999988,23.72999999999999,7.533999999999963
1973.0,9.8,10.158,5284.99203072582,71.5,15.149999999999999,4.891667,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5380000000000003,2.219,6.531000000000001,3.9930000000000003,170.72400000000002,149.239,439.30199999999996,268.578,0.04700000000000015,-0.010999999999999677,-0.02100000000000035,-0.002000000000000668,0.015000000000000568,-0.11899999999999888,-0.03200000000000003,-0.10800000000000054,18.896000000000015,3.516999999999996,12.762,2.9920000000000044,42.204999999999984,3.0960000000000605,23.30899999999997,-0.4210000000000207
1974.0,10.0,10.315999999999999,5748.870989911079,72.1,15.45,5.591667,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7689999999999997,2.224,6.852,4.084,200.048,160.731,495.11400000000003,295.066,0.23099999999999943,0.18399999999999928,0.0050000000000003375,0.02600000000000069,0.32099999999999973,0.30599999999999916,0.0909999999999993,0.12299999999999933,29.323999999999984,10.427999999999969,11.49199999999999,-1.2700000000000102,55.81200000000007,13.607000000000085,26.488,3.1790000000000305
1975.0,10.1,10.509,6341.29675758516,72.7,15.85,8.466666,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.988,2.2119999999999997,7.188,4.2,233.112,172.53099999999998,560.75,327.638,0.2190000000000003,-0.011999999999999122,-0.012000000000000455,-0.017000000000000792,0.3359999999999994,0.01499999999999968,0.11600000000000055,0.025000000000001243,33.06399999999999,3.740000000000009,11.799999999999983,0.3079999999999927,65.63599999999997,9.823999999999899,32.572,6.084000000000003
1976.0,10.1,10.675999999999998,6840.4351035829895,73.0,15.85,7.716667,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.049,2.17,7.435,4.386,261.985,186.424,638.851,376.866,0.06099999999999994,-0.15800000000000036,-0.041999999999999815,-0.02999999999999936,0.2469999999999999,-0.08899999999999952,0.18599999999999994,0.0699999999999994,28.87300000000002,-4.190999999999974,13.893000000000029,2.093000000000046,78.101,12.465000000000032,49.22800000000001,16.656000000000006
1977.0,9.8,10.847999999999999,7442.22174507125,73.4,16.1,7.066667,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.114,2.155,7.683,4.569,294.325,203.65599999999998,726.2410000000001,431.916,0.06499999999999995,0.0040000000000000036,-0.015000000000000124,0.02699999999999969,0.24800000000000022,0.001000000000000334,0.18299999999999983,-0.0030000000000001137,32.339999999999975,3.466999999999956,17.23199999999997,3.338999999999942,87.3900000000001,9.289000000000101,55.05000000000001,5.822000000000003
1978.0,10.1,11.008,8217.86953631378,73.5,16.2,6.066667,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,2.042,7.656000000000001,4.516,331.74800000000005,215.72,808.8839999999999,477.13599999999997,0.026000000000000245,-0.0389999999999997,-0.11299999999999999,-0.09799999999999986,-0.026999999999999247,-0.27499999999999947,-0.052999999999999936,-0.23599999999999977,37.42300000000006,5.083000000000084,12.064000000000021,-5.1679999999999495,82.6429999999998,-4.747000000000298,45.21999999999997,-9.830000000000041
1979.0,10.2,11.168,9026.17585493057,73.9,16.4,5.8333330000000005,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.217,1.9909999999999999,7.7860000000000005,4.569,375.534,232.44,908.9630000000001,533.428,0.07699999999999996,0.05099999999999971,-0.050999999999999934,0.062000000000000055,0.1299999999999999,0.15699999999999914,0.052999999999999936,0.10599999999999987,43.785999999999945,6.362999999999886,16.72,4.6559999999999775,100.07900000000018,17.436000000000377,56.29200000000003,11.07200000000006
1980.0,10.4,11.314,9945.43520283147,73.7,16.2,7.141667,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.458,2.035,8.241,4.783,434.865,255.896,1036.3,601.436,0.2410000000000001,0.16400000000000015,0.04400000000000026,0.0950000000000002,0.4549999999999992,0.3249999999999993,0.2140000000000004,0.16100000000000048,59.33100000000002,15.545000000000073,23.45599999999999,6.73599999999999,127.33699999999988,27.257999999999697,68.00800000000004,11.716000000000008
1981.0,10.4,11.427,10948.4055293729,74.1,16.450000000000003,7.6,10,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.5789999999999997,2.0380000000000003,8.526,4.946000000000001,500.236,284.814,1191.537,691.302,0.12099999999999955,-0.12000000000000055,0.0030000000000001137,-0.04100000000000015,0.28500000000000014,-0.16999999999999904,0.16300000000000026,-0.051000000000000156,65.37099999999998,6.039999999999964,28.918000000000035,5.462000000000046,155.23700000000008,27.900000000000205,89.86599999999999,21.857999999999947
1982.0,10.3,11.562999999999999,11655.912775926101,74.5,16.6,9.708333,11,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.822,2.167,9.212,5.39,551.686,312.737,1329.6689999999999,777.9830000000001,0.24300000000000033,0.12200000000000077,0.12899999999999956,0.12599999999999945,0.6859999999999999,0.4009999999999998,0.44399999999999906,0.2809999999999988,51.450000000000045,-13.920999999999935,27.923000000000002,-0.995000000000033,138.13199999999983,-17.105000000000246,86.68100000000004,-3.1849999999999454
1983.0,10.2,11.703,12395.472891142099,74.6,16.5,9.616667,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.8710000000000004,2.1630000000000003,9.341000000000001,5.47,601.672,336.278,1451.945,850.273,0.04900000000000038,-0.19399999999999995,-0.0039999999999995595,-0.13299999999999912,0.12900000000000134,-0.5569999999999986,0.08000000000000007,-0.363999999999999,49.98599999999999,-1.4640000000000555,23.540999999999997,-4.382000000000005,122.27600000000007,-15.855999999999767,72.28999999999996,-14.391000000000076
1984.0,10.0,11.821,13563.239384248302,74.7,16.55,7.525,13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.786,2.142,9.291,5.505,648.222,366.798,1590.6670000000001,942.445,-0.08500000000000041,-0.13400000000000079,-0.02100000000000035,-0.017000000000000792,-0.05000000000000071,-0.17900000000000205,0.03500000000000014,-0.04499999999999993,46.549999999999955,-3.4360000000000355,30.519999999999982,6.978999999999985,138.7220000000002,16.44600000000014,92.17200000000003,19.882000000000062
1985.0,9.9,11.943,14291.959929729199,74.7,16.5,7.191667,14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.832,2.204,9.515,5.683,698.745,401.977,1735.156,1036.412,0.04599999999999982,0.13100000000000023,0.06200000000000028,0.08300000000000063,0.2240000000000002,0.2740000000000009,0.17799999999999994,0.1429999999999998,50.523000000000025,3.97300000000007,35.178999999999974,4.658999999999992,144.4889999999998,5.766999999999598,93.96699999999998,1.794999999999959
1986.0,9.8,12.08,15026.052176514298,74.7,16.6,6.991667,15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.9730000000000003,2.262,9.689,5.716,757.743,431.469,1847.773,1090.03,0.14100000000000046,0.09500000000000064,0.05799999999999983,-0.004000000000000448,0.1739999999999995,-0.05000000000000071,0.03300000000000036,-0.14499999999999957,58.99800000000005,8.475000000000023,29.49200000000002,-5.686999999999955,112.61699999999996,-31.871999999999844,53.61799999999994,-40.349000000000046
1987.0,9.7,12.228,15740.713448606699,74.9,16.7,6.191667,16,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.101,2.258,9.933,5.832999999999999,821.7589999999999,452.565,1990.5439999999999,1168.7839999999999,0.12799999999999967,-0.013000000000000789,-0.0040000000000000036,-0.06199999999999983,0.24399999999999977,0.07000000000000028,0.1169999999999991,0.08399999999999874,64.01599999999985,5.017999999999802,21.096000000000004,-8.396000000000015,142.77099999999996,30.153999999999996,78.7539999999999,25.135999999999967
1988.0,9.4,12.321,16957.7757986787,74.9,16.65,5.491667,17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.125,2.296,10.322000000000001,6.197,883.5319999999999,491.68800000000005,2210.695,1327.1629999999998,0.02400000000000002,-0.10399999999999965,0.03799999999999981,0.041999999999999815,0.3890000000000011,0.14500000000000135,0.36400000000000077,0.24700000000000166,61.773000000000025,-2.2429999999998245,39.12300000000005,18.027000000000044,220.1510000000003,77.38000000000034,158.3789999999999,79.625
1989.0,9.2,12.431,18041.5000060634,75.1,16.9,5.266667,18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.27,2.245,10.675,6.405,975.9939999999999,513.132,2440.0589999999997,1464.066,0.14499999999999957,0.12099999999999955,-0.05099999999999971,-0.08899999999999952,0.35299999999999976,-0.036000000000001364,0.20800000000000018,-0.15600000000000058,92.46199999999999,30.688999999999965,21.443999999999903,-17.679000000000144,229.36399999999958,9.212999999999283,136.90300000000025,-21.475999999999658
1990.0,9.3,12.517999999999999,19018.8026548779,75.3,17.0,5.616667,19,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.543,2.312,11.304,6.761,1085.25,552.361,2700.355,1615.105,0.2730000000000006,0.128000000000001,0.06699999999999973,0.11799999999999944,0.6289999999999996,0.2759999999999998,0.35599999999999987,0.1479999999999997,109.25600000000009,16.794000000000096,39.22900000000004,17.78500000000014,260.2960000000003,30.9320000000007,151.039,14.13599999999974
1991.0,8.7,12.575,19555.442697116698,75.5,17.200000000000003,6.816667,20,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.001,2.287,11.979000000000001,6.978,1217.277,556.622,2915.953,1698.6760000000002,0.4580000000000002,0.1849999999999996,-0.02499999999999991,-0.09199999999999964,0.6750000000000007,0.04600000000000115,0.21699999999999964,-0.13900000000000023,132.02700000000004,22.770999999999958,4.260999999999967,-34.968000000000075,215.59799999999996,-44.69800000000032,83.57100000000014,-67.46799999999985
1992.0,8.7,12.614,20624.0516109948,75.7,17.3,7.508333,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2829999999999995,2.1959999999999997,12.25,6.9670000000000005,1342.963,558.169,3113.8459999999995,1770.8829999999998,0.28199999999999914,-0.17600000000000104,-0.09100000000000019,-0.06600000000000028,0.270999999999999,-0.4040000000000017,-0.010999999999999233,-0.22799999999999887,125.68599999999992,-6.341000000000122,1.5470000000000255,-2.713999999999942,197.89299999999957,-17.705000000000382,72.20699999999965,-11.364000000000487
1993.0,8.4,12.659,21234.087654928102,75.5,17.1,6.9,22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.531000000000001,2.101,12.505999999999998,6.975,1459.52,554.3969999999999,3299.975,1840.455,0.2480000000000011,-0.03399999999999803,-0.09499999999999975,-0.0039999999999995595,0.25599999999999845,-0.015000000000000568,0.007999999999999119,0.01899999999999835,116.55700000000002,-9.128999999999905,-3.772000000000048,-5.319000000000074,186.12900000000036,-11.763999999999214,69.57200000000012,-2.634999999999536
1994.0,8.3,12.667,22008.9288569205,75.7,17.25,6.0833330000000005,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.689,1.949,12.427999999999999,6.739,1575.461,539.798,3441.954,1866.493,0.15799999999999947,-0.09000000000000163,-0.1519999999999999,-0.05700000000000016,-0.0779999999999994,-0.33399999999999785,-0.23599999999999977,-0.24399999999999888,115.94100000000003,-0.6159999999999854,-14.598999999999933,-10.826999999999884,141.97900000000027,-44.15000000000009,26.03800000000001,-43.534000000000106
1995.0,8.1,12.682,22882.9205290561,75.7,17.25,5.608333,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.797999999999999,1.896,12.542,6.744,1663.424,543.852,3598.3779999999997,1934.954,0.1089999999999991,-0.04900000000000038,-0.05300000000000016,0.09899999999999975,0.11400000000000077,0.19200000000000017,0.004999999999999893,0.24099999999999966,87.96299999999997,-27.978000000000065,4.053999999999974,18.652999999999906,156.42399999999952,14.444999999999254,68.46100000000001,42.423
1996.0,8.2,12.674000000000001,23758.4072610246,76.1,17.35,5.4166669999999995,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.781000000000001,1.8619999999999999,12.505999999999998,6.724,1732.5610000000001,558.116,3747.6240000000003,2015.0629999999999,-0.016999999999998572,-0.12599999999999767,-0.03400000000000003,0.019000000000000128,-0.036000000000001364,-0.15000000000000213,-0.019999999999999574,-0.024999999999999467,69.13700000000017,-18.825999999999794,14.26400000000001,10.210000000000036,149.24600000000055,-7.177999999998974,80.10899999999992,11.64799999999991
1997.0,8.1,12.618,24715.9282856703,76.5,17.55,4.95,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7170000000000005,1.881,12.414000000000001,6.696000000000001,1798.668,591.868,3905.402,2106.734,-0.06400000000000006,-0.047000000000001485,0.019000000000000128,0.05300000000000016,-0.09199999999999697,-0.05599999999999561,-0.02799999999999958,-0.008000000000000007,66.10699999999974,-3.0300000000004275,33.752000000000066,19.488000000000056,157.7779999999998,8.531999999999243,91.67100000000005,11.562000000000126
1998.0,8.1,12.55,26049.711219102403,76.7,17.6,4.508333,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.56,1.9509999999999998,12.427999999999999,6.867999999999999,1826.7020000000002,640.9590000000001,4083.053,2256.351,-0.15700000000000092,-0.09300000000000086,0.06999999999999984,0.05099999999999971,0.01399999999999757,0.10599999999999454,0.17199999999999882,0.1999999999999984,28.034000000000333,-38.07299999999941,49.09100000000001,15.338999999999942,177.65099999999984,19.873000000000047,149.6170000000002,57.94600000000014
1999.0,8.2,12.470999999999998,27068.2398613816,76.7,17.6,4.216667,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.502000000000001,1.9480000000000002,12.429,6.9270000000000005,1898.934,672.215,4289.565,2390.631,-0.05799999999999894,0.09900000000000198,-0.0029999999999996696,-0.07299999999999951,0.0010000000000012221,-0.012999999999996348,0.05900000000000105,-0.11299999999999777,72.23199999999974,44.19799999999941,31.255999999999972,-17.835000000000036,206.51199999999972,28.860999999999876,134.27999999999975,-15.337000000000444
2000.0,8.3,12.429,28790.6066544381,76.7,17.5,3.9916669999999996,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.542000000000001,1.94,12.542,7.0,2013.809,704.865,4557.151,2543.342,0.040000000000000036,0.09799999999999898,-0.00800000000000023,-0.0050000000000005596,0.11299999999999955,0.11199999999999832,0.07299999999999951,0.013999999999998458,114.875,42.64300000000026,32.64999999999998,1.3940000000000055,267.58600000000024,61.074000000000524,152.71100000000024,18.431000000000495
2001.0,8.3,12.384,29947.832311333197,76.9,17.7,4.733333,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.968999999999999,1.949,13.219000000000001,7.251,2216.303,723.5880000000001,4908.715,2692.4120000000003,0.4269999999999987,0.3869999999999987,0.009000000000000119,0.017000000000000348,0.6770000000000014,0.5640000000000018,0.25100000000000033,0.17800000000000082,202.49399999999991,87.61899999999991,18.72300000000007,-13.926999999999907,351.5640000000003,83.97800000000007,149.07000000000016,-3.6410000000000764
2002.0,8.3,12.35,31110.5416124047,77.0,17.75,5.775,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.322,2.005,14.007,7.686,2403.73,762.36,5326.081,2922.3509999999997,0.35300000000000065,-0.07399999999999807,0.05599999999999983,0.04699999999999971,0.7879999999999985,0.1109999999999971,0.4349999999999996,0.18399999999999928,187.42700000000013,-15.06699999999978,38.771999999999935,20.048999999999864,417.366,65.80199999999968,229.9389999999994,80.86899999999923
2003.0,8.4,12.362,32335.875341504197,77.1,17.9,5.991667,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.522,2.056,14.522,7.999,2576.0789999999997,812.2339999999999,5735.513000000001,3159.434,0.20000000000000018,-0.15300000000000047,0.051000000000000156,-0.004999999999999671,0.5150000000000006,-0.2729999999999979,0.3129999999999997,-0.12199999999999989,172.3489999999997,-15.07800000000043,49.87399999999991,11.101999999999975,409.4320000000007,-7.933999999999287,237.08300000000054,7.144000000001142
2004.0,8.5,12.364,33954.9402411496,77.6,18.25,5.533333,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.61,2.035,14.61,7.999,2757.413,848.668,6094.191,3336.778,0.08800000000000008,-0.1120000000000001,-0.020999999999999908,-0.07200000000000006,0.08799999999999919,-0.4270000000000014,0.0,-0.3129999999999997,181.3340000000003,8.985000000000582,36.43400000000008,-13.439999999999827,358.677999999999,-50.754000000001724,177.3439999999996,-59.73900000000094
2005.0,8.5,12.402000000000001,35225.3217305815,77.6,18.25,5.066667,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.63,2.024,14.606,7.976,2924.6279999999997,892.7280000000001,6443.258000000001,3518.63,0.019999999999999574,-0.0680000000000005,-0.01100000000000012,0.009999999999999787,-0.0039999999999995595,-0.09199999999999875,-0.022999999999999687,-0.022999999999999687,167.2149999999997,-14.119000000000597,44.06000000000006,7.625999999999976,349.0670000000009,-9.610999999998057,181.85200000000032,4.50800000000072
2006.0,8.6,12.455,37235.512221486,77.8,18.549999999999997,4.616667,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.782,1.9809999999999999,14.702,7.92,3139.8979999999997,916.988,6806.911999999999,3667.015,0.15200000000000014,0.13200000000000056,-0.04300000000000015,-0.03200000000000003,0.09600000000000009,0.09999999999999964,-0.05600000000000005,-0.03300000000000036,215.26999999999998,48.05500000000029,24.25999999999999,-19.800000000000068,363.65399999999863,14.586999999997715,148.38499999999976,-33.46700000000055
2007.0,8.7,12.557,38658.0885825467,78.1,18.7,4.616667,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.897,2.009,14.919,8.022,3308.7670000000003,963.9789999999999,7157.338000000001,3848.57,0.11500000000000021,-0.03699999999999992,0.028000000000000025,0.07100000000000017,0.21700000000000053,0.12100000000000044,0.10200000000000031,0.15800000000000036,168.8690000000006,-46.400999999999385,46.99099999999987,22.73099999999988,350.4260000000013,-13.227999999997337,181.5550000000003,33.17000000000053
2008.0,8.7,12.752,39899.335831064906,78.1,18.7,5.775,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.227,2.009,15.286,8.06,3496.375,971.9789999999999,7395.885,3899.51,0.33000000000000007,0.21499999999999986,0.0,-0.028000000000000025,0.3669999999999991,0.14999999999999858,0.038000000000000256,-0.06400000000000006,187.60799999999972,18.738999999999123,8.0,-38.99099999999987,238.54699999999957,-111.87900000000172,50.940000000000055,-130.61500000000024
2009.0,8.7,12.915999999999999,39550.2807349303,78.5,19.0,9.266666,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.852,2.036,16.284000000000002,8.432,3698.353,958.914,7669.630999999999,3971.278,0.625,0.29499999999999993,0.027000000000000135,0.027000000000000135,0.9980000000000029,0.6310000000000038,0.3719999999999999,0.33399999999999963,201.97800000000007,14.370000000000346,-13.06499999999994,-21.06499999999994,273.7459999999992,35.198999999999614,71.76799999999957,20.82799999999952
2010.0,8.6,13.085999999999999,40622.3632384273,78.6,19.0,9.616667,39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.9239999999999995,2.003,16.345,8.421,3840.691,970.586,7922.1990000000005,4081.509,0.07199999999999918,-0.5530000000000008,-0.03299999999999992,-0.06000000000000005,0.06099999999999639,-0.9370000000000065,-0.011000000000001009,-0.3830000000000009,142.33799999999974,-59.64000000000033,11.672000000000025,24.736999999999966,252.56800000000112,-21.177999999998065,110.23100000000022,38.46300000000065
2011.0,8.7,13.272,42177.71937904,78.7,19.1,8.95,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9110000000000005,1.9969999999999999,16.3,8.389,3946.468,996.3939999999999,8131.465999999999,4184.998,-0.012999999999999012,-0.08499999999999819,-0.006000000000000227,0.02699999999999969,-0.04499999999999815,-0.10599999999999454,-0.03200000000000003,-0.02099999999999902,105.77700000000004,-36.560999999999694,25.80799999999988,14.135999999999854,209.26699999999892,-43.301000000002205,103.48899999999958,-6.742000000000644
2012.0,8.9,13.743,43949.712959221004,78.8,19.2,8.066667,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.888,1.9709999999999999,16.285,8.397,4071.131,1017.221,8404.937,4333.806,-0.023000000000000576,-0.010000000000001563,-0.026000000000000023,-0.019999999999999796,-0.015000000000000568,0.029999999999997584,0.008000000000000895,0.040000000000000924,124.66300000000001,18.885999999999967,20.827000000000112,-4.980999999999767,273.47100000000046,64.20400000000154,148.808,45.319000000000415
2013.0,8.8,14.124,43920.280980086696,78.8,19.2,7.375,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9270000000000005,1.9469999999999998,16.21,8.283,4210.808,1034.4,8610.599,4399.791,0.03900000000000059,0.062000000000001165,-0.02400000000000002,0.0020000000000000018,-0.07499999999999929,-0.05999999999999872,-0.11400000000000077,-0.12200000000000166,139.67700000000013,15.014000000000124,17.179000000000087,-3.6480000000000246,205.66200000000026,-67.8090000000002,65.98500000000058,-82.82299999999941
2014.0,8.8,14.501,45959.9557005117,78.9,19.3,6.1666669999999995,43,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.8,1.893,16.406,2.6060000000000003,7599.11,1042.302,9034.169,1435.059,5.873,5.834,-0.053999999999999826,-0.029999999999999805,0.19599999999999795,0.27099999999999724,-5.677,-5.562999999999999,3388.3019999999997,3248.6249999999995,7.901999999999816,-9.277000000000271,423.5699999999997,217.90799999999945,-2964.732,-3030.7170000000006
2015.0,8.8,14.862,47515.8520431367,78.7,19.25,5.2916669999999995,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.132,1.875,16.711,2.5789999999999997,8032.56,1065.715,9498.288,1465.7279999999998,0.33199999999999896,-5.541000000000001,-0.018000000000000016,0.03599999999999981,0.3049999999999997,0.10900000000000176,-0.02700000000000058,5.649999999999999,433.4500000000007,-2954.851999999999,23.41300000000001,15.511000000000195,464.1190000000006,40.54900000000089,30.66899999999987,2995.401
2016.0,8.9,15.235999999999999,48550.8042292858,78.7,19.35,4.866667,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.390999999999998,1.909,17.049,2.658,8339.574,1106.135,9880.155999999999,1540.582,0.25899999999999856,-0.0730000000000004,0.03400000000000003,0.052000000000000046,0.33800000000000097,0.03300000000000125,0.07900000000000018,0.10600000000000076,307.0140000000001,-126.4360000000006,40.42000000000007,17.007000000000062,381.8679999999986,-82.25100000000202,74.85400000000027,44.1850000000004
2017.0,8.9,15.622,50444.0778832857,78.6,19.35,4.35,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.352,1.871,17.004,2.6519999999999997,8620.039,1123.769,10212.748,1592.7089999999998,-0.038999999999997925,-0.2979999999999965,-0.038000000000000034,-0.07200000000000006,-0.04499999999999815,-0.3829999999999991,-0.006000000000000227,-0.08500000000000041,280.46500000000015,-26.548999999999978,17.634000000000015,-22.786000000000058,332.59200000000055,-49.27599999999802,52.126999999999725,-22.727000000000544
